Package Name,Package Version,Code Coverage,CVE Analysis Safety,Static Code Analysis Status,Dynamic Program Analysis Status
kernel-module-lib80211-crypt-wep-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,41,53,37,50
kernel-module-libaes-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,6,96,59,48
kernel-module-libahci-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,43,35,43,92
kernel-module-libarc4-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,45,74,94,0
kernel-module-libata-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,71,73,3,74
kernel-module-libceph-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,95,0,24,72
kernel-module-libchacha-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,98,29,26,51
kernel-module-libchacha20poly1305-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,86,95,83,77
kernel-module-libcomposite-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,54,30,95,60
kernel-module-libcurve25519-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,50,90,32,54
kernel-module-libcurve25519-generic-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,54,91,2,49
kernel-module-libertas-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,64,9,76,90
kernel-module-libertas-sdio-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,28,100,60,34
kernel-module-libertas-tf-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,55,19,40,56
kernel-module-libertas-tf-usb-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,55,6,80,7
kernel-module-libiscsi-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,34,85,65,90
kernel-module-libiscsi-tcp-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,50,5,30,76
kernel-module-libpoly1305-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,32,65,96,49
kernel-module-lightning-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,57,27,39,77
kernel-module-linear-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,77,92,19,84
kernel-module-llc-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,80,19,35,56
kernel-module-lm3630a-bl-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,53,60,50,76
kernel-module-lm75-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,69,89,3,21
kernel-module-lnbh25-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,45,31,76,49
kernel-module-lnbh29-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,53,61,100,28
kernel-module-lnbp21-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,14,25,9,58
kernel-module-lnbp22-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,22,37,50,21
kernel-module-lru-cache-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,38,6,31,78
kernel-module-ltc2941-battery-gauge-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,64,15,29,51
kernel-module-lttng-clock-5.15.92-v8,2.13.9,2,49,94,27
kernel-module-lttng-clock-plugin-test-5.15.92-v8,2.13.9,35,61,87,62
kernel-module-lttng-counter-5.15.92-v8,2.13.9,56,40,15,20
kernel-module-lttng-counter-client-percpu-32-modular-5.15.92-v8,2.13.9,51,61,60,94
kernel-module-lttng-counter-client-percpu-64-modular-5.15.92-v8,2.13.9,77,49,66,29
kernel-module-lttng-kprobes-5.15.92-v8,2.13.9,15,71,25,22
kernel-module-lttng-kretprobes-5.15.92-v8,2.13.9,92,89,90,17
kernel-module-lttng-lib-ring-buffer-5.15.92-v8,2.13.9,35,27,59,6
kernel-module-lttng-probe-9p-5.15.92-v8,2.13.9,55,82,42,17
kernel-module-lttng-probe-asoc-5.15.92-v8,2.13.9,8,50,25,83
kernel-module-lttng-probe-block-5.15.92-v8,2.13.9,79,89,24,24
kernel-module-lttng-probe-btrfs-5.15.92-v8,2.13.9,12,42,51,63
kernel-module-lttng-probe-compaction-5.15.92-v8,2.13.9,64,100,13,22
kernel-module-lttng-probe-ext4-5.15.92-v8,2.13.9,58,53,41,46
kernel-module-lttng-probe-gpio-5.15.92-v8,2.13.9,19,81,12,76
kernel-module-lttng-probe-i2c-5.15.92-v8,2.13.9,92,8,4,3
kernel-module-lttng-probe-irq-5.15.92-v8,2.13.9,56,92,70,79
kernel-module-lttng-probe-jbd2-5.15.92-v8,2.13.9,30,87,59,35
kernel-module-lttng-probe-kmem-5.15.92-v8,2.13.9,19,46,17,36
kernel-module-lttng-probe-kvm-5.15.92-v8,2.13.9,2,50,44,71
kernel-module-lttng-probe-module-5.15.92-v8,2.13.9,46,58,63,75
kernel-module-lttng-probe-napi-5.15.92-v8,2.13.9,79,17,95,61
kernel-module-lttng-probe-net-5.15.92-v8,2.13.9,97,6,48,84
kernel-module-lttng-probe-power-5.15.92-v8,2.13.9,74,58,82,60
kernel-module-lttng-probe-printk-5.15.92-v8,2.13.9,23,44,14,95
kernel-module-lttng-probe-rcu-5.15.92-v8,2.13.9,40,98,61,56
kernel-module-lttng-probe-regmap-5.15.92-v8,2.13.9,30,45,83,45
kernel-module-lttng-probe-regulator-5.15.92-v8,2.13.9,7,25,8,45
kernel-module-lttng-probe-sched-5.15.92-v8,2.13.9,30,13,72,61
kernel-module-lttng-probe-scsi-5.15.92-v8,2.13.9,71,27,88,53
kernel-module-lttng-probe-signal-5.15.92-v8,2.13.9,20,11,61,80
kernel-module-lttng-probe-skb-5.15.92-v8,2.13.9,69,69,48,56
kernel-module-lttng-probe-sock-5.15.92-v8,2.13.9,25,61,66,83
kernel-module-lttng-probe-statedump-5.15.92-v8,2.13.9,87,18,84,28
kernel-module-lttng-probe-sunrpc-5.15.92-v8,2.13.9,24,100,52,29
kernel-module-lttng-probe-timer-5.15.92-v8,2.13.9,28,9,20,56
kernel-module-lttng-probe-udp-5.15.92-v8,2.13.9,51,33,38,76
kernel-module-lttng-probe-v4l2-5.15.92-v8,2.13.9,9,99,37,68
kernel-module-lttng-probe-vmscan-5.15.92-v8,2.13.9,34,41,45,29
kernel-module-lttng-probe-workqueue-5.15.92-v8,2.13.9,76,73,10,38
kernel-module-lttng-probe-writeback-5.15.92-v8,2.13.9,81,42,95,61
kernel-module-lttng-ring-buffer-client-discard-5.15.92-v8,2.13.9,2,29,15,74
kernel-module-lttng-ring-buffer-client-mmap-discard-5.15.92-v8,2.13.9,45,22,30,89
kernel-module-lttng-ring-buffer-client-mmap-overwrite-5.15.92-v8,2.13.9,13,93,40,78
kernel-module-lttng-ring-buffer-client-overwrite-5.15.92-v8,2.13.9,89,30,95,93
kernel-module-lttng-ring-buffer-event-notifier-client-5.15.92-v8,2.13.9,26,49,3,4
kernel-module-lttng-ring-buffer-metadata-client-5.15.92-v8,2.13.9,34,95,100,32
kernel-module-lttng-ring-buffer-metadata-mmap-client-5.15.92-v8,2.13.9,61,64,31,93
kernel-module-lttng-statedump-5.15.92-v8,2.13.9,13,28,24,21
kernel-module-lttng-test-5.15.92-v8,2.13.9,12,49,11,32
kernel-module-lttng-tracer-5.15.92-v8,2.13.9,74,56,96,79
kernel-module-lttng-uprobes-5.15.92-v8,2.13.9,8,11,38,25
kernel-module-lttng-wrapper-5.15.92-v8,2.13.9,53,75,51,92
kernel-module-lz4-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,54,100,46,34
kernel-module-lz4-compress-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,44,42,22,40
kernel-module-m88ds3103-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,2,22,78,0
kernel-module-m88rs2000-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,81,25,17,77
kernel-module-m88rs6000t-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,18,62,6,6
kernel-module-mac80211-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,98,100,19,22
kernel-module-mac80211-hwsim-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,29,25,47,15
kernel-module-mac802154-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,28,67,51,33
kernel-module-macvlan-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,80,90,62,58
kernel-module-macvtap-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,74,7,15,35
kernel-module-matrix-keymap-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,70,96,92,42
kernel-module-matrix-keypad-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,4,22,9,96
kernel-module-max17040-battery-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,41,78,89,39
kernel-module-max2165-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,71,76,45,13
kernel-module-max30102-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,61,28,3,84
kernel-module-max31856-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,90,14,11,21
kernel-module-maxim-thermocouple-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,34,52,90,66
kernel-module-mb86a16-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,100,97,65,96
kernel-module-mb86a20s-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,82,21,31,34
kernel-module-mc-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,70,40,91,76
kernel-module-mc44s803-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,56,86,39,26
kernel-module-mcba-usb-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,96,12,17,71
kernel-module-mceusb-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,45,0,64,12
kernel-module-mcp251x-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,1,68,64,94
kernel-module-mcp251xfd-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,75,99,19,40
kernel-module-mcp320x-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,47,91,24,70
kernel-module-mcp3422-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,98,67,46,37
kernel-module-mcs7830-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,5,77,93,50
kernel-module-mct-u232-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,6,22,70,82
kernel-module-md-mod-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,86,8,70,51
kernel-module-md4-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,49,36,44,3
kernel-module-md5-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,19,68,86,52
kernel-module-mdc800-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,90,45,21,46
kernel-module-mdio-bitbang-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,88,52,29,83
kernel-module-metro-usb-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,78,45,27,0
kernel-module-mi0283qt-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,6,21,19,76
kernel-module-michael-mic-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,63,93,9,12
kernel-module-microread-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,88,30,76,51
kernel-module-microread-i2c-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,50,43,7,65
kernel-module-microtek-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,46,43,63,6
kernel-module-mkiss-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,40,17,57,50
kernel-module-mmc-spi-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,23,29,7,44
kernel-module-mn88443x-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,64,36,48,46
kernel-module-mn88472-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,47,19,48,98
kernel-module-mn88473-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,69,85,86,60
kernel-module-mos7720-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,19,21,75,43
kernel-module-mos7840-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,31,90,34,88
kernel-module-mpls-gso-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,45,91,74,45
kernel-module-mrf24j40-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,8,3,28,0
kernel-module-ms-sensors-i2c-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,39,63,9,34
kernel-module-ms5637-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,66,81,58,94
kernel-module-msi001-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,100,84,88,3
kernel-module-msp3400-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,11,70,54,84
kernel-module-mt2060-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,55,87,90,18
kernel-module-mt2063-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,35,72,79,77
kernel-module-mt20xx-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,60,29,32,49
kernel-module-mt2131-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,50,41,13,17
kernel-module-mt2266-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,54,51,38,20
kernel-module-mt312-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,69,58,84,56
kernel-module-mt352-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,92,94,36,57
kernel-module-mt76-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,94,95,24,94
kernel-module-mt76-usb-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,2,83,8,21
kernel-module-mt7601u-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,35,13,7,38
kernel-module-mt76x0-common-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,12,42,28,64
kernel-module-mt76x02-lib-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,96,31,11,16
kernel-module-mt76x02-usb-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,54,80,15,36
kernel-module-mt76x0u-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,20,64,13,12
kernel-module-mt76x2-common-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,82,58,32,52
kernel-module-mt76x2u-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,47,87,36,38
kernel-module-mt9v011-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,53,62,2,39
kernel-module-mtd-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,98,20,20,90
kernel-module-mtd-blkdevs-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,95,11,87,69
kernel-module-mtdblock-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,1,58,89,73
kernel-module-mux-core-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,66,77,22,100
kernel-module-mux-gpio-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,13,84,73,12
kernel-module-mwifiex-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,49,24,55,14
kernel-module-mwifiex-sdio-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,13,15,92,45
kernel-module-mxl111sf-demod-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,84,8,25,11
kernel-module-mxl111sf-tuner-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,7,57,2,8
kernel-module-mxl301rf-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,15,73,100,24
kernel-module-mxl5005s-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,10,86,90,42
kernel-module-mxl5007t-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,10,64,73,4
kernel-module-mxl5xx-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,51,36,86,71
kernel-module-mxl692-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,71,65,4,90
kernel-module-nandcore-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,39,53,11,30
kernel-module-navman-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,43,87,18,78
kernel-module-nci-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,76,28,57,73
kernel-module-nci-spi-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,21,73,11,88
kernel-module-net1080-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,71,3,95,41
kernel-module-netconsole-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,1,81,23,58
kernel-module-netrom-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,24,37,66,90
kernel-module-nf-conncount-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,48,0,71,81
kernel-module-nf-conntrack-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,25,93,32,15
kernel-module-nf-conntrack-amanda-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,89,54,25,4
kernel-module-nf-conntrack-broadcast-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,58,19,64,30
kernel-module-nf-conntrack-ftp-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,96,63,74,35
kernel-module-nf-conntrack-h323-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,96,23,20,9
kernel-module-nf-conntrack-irc-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,93,85,18,26
kernel-module-nf-conntrack-netbios-ns-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,63,8,9,91
kernel-module-nf-conntrack-netlink-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,70,98,72,85
kernel-module-nf-conntrack-pptp-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,88,99,11,97
kernel-module-nf-conntrack-sane-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,90,69,65,31
kernel-module-nf-conntrack-sip-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,14,58,14,64
kernel-module-nf-conntrack-snmp-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,86,25,77,68
kernel-module-nf-conntrack-tftp-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,99,28,36,54
kernel-module-nf-defrag-ipv4-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,85,91,1,56
kernel-module-nf-defrag-ipv6-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,73,6,68,45
kernel-module-nf-dup-ipv4-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,91,26,66,93
kernel-module-nf-dup-ipv6-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,71,12,52,9
kernel-module-nf-dup-netdev-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,15,23,4,99
kernel-module-nf-flow-table-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,18,41,69,22
kernel-module-nf-flow-table-inet-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,75,42,38,62
kernel-module-nf-flow-table-ipv4-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,70,80,38,89
kernel-module-nf-flow-table-ipv6-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,27,15,91,6
kernel-module-nf-log-syslog-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,37,2,17,28
kernel-module-nf-nat-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,44,74,62,28
kernel-module-nf-nat-amanda-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,61,99,35,47
kernel-module-nf-nat-ftp-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,36,88,59,7
kernel-module-nf-nat-h323-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,8,66,97,40
kernel-module-nf-nat-irc-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,93,18,83,79
kernel-module-nf-nat-pptp-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,60,27,85,68
kernel-module-nf-nat-sip-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,89,69,43,6
kernel-module-nf-nat-snmp-basic-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,40,17,95,49
kernel-module-nf-nat-tftp-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,49,11,43,8
kernel-module-nf-reject-ipv4-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,72,71,38,76
kernel-module-nf-reject-ipv6-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,30,31,63,12
kernel-module-nf-socket-ipv4-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,74,94,87,3
kernel-module-nf-socket-ipv6-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,98,8,47,30
kernel-module-nf-synproxy-core-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,89,69,16,48
kernel-module-nf-tables-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,27,51,95,76
kernel-module-nf-tproxy-ipv4-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,93,77,76,79
kernel-module-nf-tproxy-ipv6-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,64,61,94,46
kernel-module-nfc-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,10,25,46,57
kernel-module-nfc-digital-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,57,17,21,74
kernel-module-nfcmrvl-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,31,16,41,38
kernel-module-nfcmrvl-i2c-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,75,2,34,74
kernel-module-nfcmrvl-spi-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,99,28,12,19
kernel-module-nfcmrvl-usb-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,10,100,33,75
kernel-module-nfnetlink-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,63,69,32,17
kernel-module-nfnetlink-acct-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,37,58,93,88
kernel-module-nfnetlink-log-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,87,93,33,92
kernel-module-nfnetlink-osf-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,10,32,48,5
kernel-module-nfnetlink-queue-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,57,85,14,70
kernel-module-nfsd-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,46,10,54,22
kernel-module-nft-chain-nat-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,26,21,65,23
kernel-module-nft-compat-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,24,79,27,87
kernel-module-nft-connlimit-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,2,48,0,22
kernel-module-nft-counter-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,9,22,58,61
kernel-module-nft-ct-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,51,9,39,31
kernel-module-nft-dup-ipv4-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,73,49,79,53
kernel-module-nft-dup-ipv6-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,41,67,25,38
kernel-module-nft-dup-netdev-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,57,14,70,2
kernel-module-nft-fib-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,18,98,64,39
kernel-module-nft-fib-inet-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,3,59,31,67
kernel-module-nft-fib-ipv4-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,0,57,42,10
kernel-module-nft-fib-ipv6-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,48,15,11,80
kernel-module-nft-fib-netdev-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,81,0,47,83
kernel-module-nft-flow-offload-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,14,100,92,27
kernel-module-nft-fwd-netdev-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,6,71,43,1
kernel-module-nft-hash-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,32,47,23,5
kernel-module-nft-limit-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,69,48,21,64
kernel-module-nft-log-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,97,3,20,6
kernel-module-nft-masq-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,68,72,78,68
kernel-module-nft-nat-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,38,5,84,97
kernel-module-nft-numgen-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,26,20,52,25
kernel-module-nft-objref-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,84,11,4,22
kernel-module-nft-osf-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,52,46,30,49
kernel-module-nft-queue-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,19,5,16,6
kernel-module-nft-quota-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,53,40,49,99
kernel-module-nft-redir-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,46,88,68,99
kernel-module-nft-reject-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,98,61,71,60
kernel-module-nft-reject-bridge-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,78,31,56,21
kernel-module-nft-reject-inet-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,46,56,92,70
kernel-module-nft-reject-ipv4-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,9,92,20,30
kernel-module-nft-reject-ipv6-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,42,17,36,52
kernel-module-nft-socket-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,86,8,32,16
kernel-module-nft-synproxy-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,11,62,69,41
kernel-module-nft-tproxy-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,65,48,78,74
kernel-module-nft-tunnel-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,1,80,13,50
kernel-module-nft-xfrm-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,56,47,68,66
kernel-module-nhc-dest-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,71,44,2,2
kernel-module-nhc-fragment-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,65,77,81,36
kernel-module-nhc-hop-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,49,33,74,35
kernel-module-nhc-ipv6-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,3,54,2,31
kernel-module-nhc-mobility-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,50,64,26,59
kernel-module-nhc-routing-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,69,8,56,83
kernel-module-nhc-udp-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,48,60,70,1
